306.000000,183.359375
306.000000,183.125000
306.000000,182.890625
305.000000,182.656250
305.000000,182.421875
307.000000,182.187500
308.000000,182.015625
307.000000,181.718750
307.000000,181.484375
308.000000,181.312500
309.000000,181.078125
310.000000,180.843750
310.000000,180.609375
310.000000,180.375000
311.000000,180.140625
316.000000,178.843750
318.000000,178.609375
320.000000,178.437500
322.000000,178.203125
324.000000,178.031250
325.000000,177.796875
328.000000,177.609375
330.000000,177.375000
332.000000,177.140625
334.000000,176.968750
4304.000000,172.828125
4312.000000,172.593750
4368.000000,172.359375
4416.000000,172.125000
4448.000000,171.890625
4456.000000,171.656250
4464.000000,171.437500
4472.000000,171.203125
4480.000000,170.968750
4496.000000,170.734375
4496.000000,170.500000
4496.000000,170.265625
4512.000000,170.031250
4776.000000,169.562500
4760.000000,169.328125
4752.000000,169.093750
4776.000000,168.859375
4832.000000,168.625000
4856.000000,168.390625
4824.000000,168.156250
4816.000000,167.453125
3636.000000,159.906250
3628.000000,159.671875
3624.000000,159.437500
3608.000000,159.203125
3588.000000,158.968750
3572.000000,158.734375
3568.000000,158.500000
3560.000000,158.265625
3552.000000,158.031250
3544.000000,157.796875
3540.000000,157.562500
3528.000000,157.328125
3520.000000,157.093750
3532.000000,156.859375
3532.000000,156.625000
3524.000000,156.390625
3508.000000,156.109375
3500.000000,155.875000
3520.000000,155.453125
379.000000,214.890625
379.000000,214.656250
378.000000,214.375000
377.000000,214.140625
377.000000,213.906250
378.000000,213.656250
378.000000,213.421875
377.000000,213.187500
377.000000,212.953125
377.000000,212.718750
377.000000,212.484375
377.000000,212.250000
375.000000,212.015625
374.000000,211.781250
375.000000,211.546875
376.000000,211.312500
375.000000,211.078125
373.000000,210.828125
375.000000,210.593750
376.000000,210.359375
376.000000,210.125000
376.000000,209.890625
375.000000,209.656250
374.000000,209.421875
373.000000,209.187500
373.000000,208.953125
373.000000,208.718750
373.000000,208.484375
373.000000,208.250000
373.000000,208.000000
374.000000,207.765625
376.000000,207.531250
376.000000,207.296875
376.000000,207.062500
377.000000,206.828125
377.000000,206.593750
377.000000,206.359375
377.000000,206.125000
377.000000,205.890625
378.000000,205.656250
379.000000,205.468750
379.000000,205.234375
381.000000,205.000000
383.000000,204.765625
382.000000,204.531250
380.000000,204.296875
381.000000,204.062500
381.000000,203.828125
381.000000,203.593750
382.000000,203.359375
380.000000,203.125000
